MulticlassAccuracy,MulticlassF1Score,epoch,step,test_MulticlassAccuracy,test_MulticlassF1Score,test_loss,train_loss,val_MulticlassAccuracy,val_MulticlassF1Score,val_loss
0.0,0.0,0,9,,,,4.607357501983643,,,
0.0,0.0,0,19,,,,4.5987935066223145,,,
0.015625,0.000480769231216982,0,29,,,,4.606378555297852,,,
0.0078125,0.00012112403055652976,0,39,,,,4.597218990325928,,,
0.0,0.0,0,49,,,,4.611566543579102,,,
0.0,0.0,0,59,,,,4.600714683532715,,,
0.015625,0.002165570156648755,0,69,,,,4.581777572631836,,,
0.03125,0.0037208267021924257,0,79,,,,4.539609432220459,,,
0.03125,0.003689236007630825,0,89,,,,4.456385612487793,,,
0.0078125,0.0011160714784637094,0,99,,,,4.521642208099365,,,
0.015625,0.00390625,0,109,,,,4.504948616027832,,,
0.078125,0.03210155665874481,0,119,,,,4.349033355712891,,,
0.0390625,0.005765530280768871,0,129,,,,4.396574020385742,,,
0.0390625,0.007426288910210133,0,139,,,,4.38983154296875,,,
0.0234375,0.0026433272287249565,0,149,,,,4.342707633972168,,,
0.0546875,0.02690225839614868,0,159,,,,4.2631330490112305,,,
0.0234375,0.006597303785383701,0,169,,,,4.3335490226745605,,,
0.0625,0.03715425357222557,0,179,,,,3.987097978591919,,,
0.046875,0.021831033751368523,0,189,,,,4.204619407653809,,,
0.0234375,0.012500000186264515,0,199,,,,4.404551029205322,,,
0.0234375,0.007671522907912731,0,209,,,,4.165176868438721,,,
0.0390625,0.02045355923473835,0,219,,,,4.341396808624268,,,
0.0078125,0.010416666977107525,0,229,,,,4.210970878601074,,,
0.0234375,0.01473214291036129,0,239,,,,4.161035060882568,,,
0.0625,0.027633827179670334,0,249,,,,4.171333312988281,,,
0.0390625,0.02131696417927742,0,259,,,,4.034988880157471,,,
0.078125,0.04104011505842209,0,269,,,,4.126066207885742,,,
0.0234375,0.019330929964780807,0,279,,,,4.027365684509277,,,
0.0390625,0.02812499925494194,0,289,,,,4.158939838409424,,,
0.078125,0.03294270858168602,0,299,,,,3.9940731525421143,,,
0.0625,0.03893229365348816,0,309,,,,3.9724783897399902,,,
0.0859375,0.06006897985935211,0,319,,,,4.025914192199707,,,
0.0625,0.03447355702519417,0,329,,,,4.129095077514648,,,
0.0546875,0.046173881739377975,0,339,,,,3.963545322418213,,,
0.0703125,0.05476190894842148,0,349,,,,4.113577842712402,,,
,,0,351,,,,,0.07440000027418137,0.05074092373251915,3.9708125591278076
0.125,0.08879193663597107,1,359,,,,3.706047773361206,,,
0.078125,0.05038588121533394,1,369,,,,3.8417372703552246,,,
0.109375,0.07102610915899277,1,379,,,,4.047440052032471,,,
0.0703125,0.05621995031833649,1,389,,,,4.0245208740234375,,,
0.03125,0.028831847012043,1,399,,,,3.9578442573547363,,,
0.125,0.08437500149011612,1,409,,,,3.917792797088623,,,
0.0546875,0.03854166716337204,1,419,,,,3.8533151149749756,,,
0.0703125,0.037136729806661606,1,429,,,,3.863415241241455,,,
0.0546875,0.03536086529493332,1,439,,,,3.874260187149048,,,
0.1015625,0.05346086621284485,1,449,,,,3.878249168395996,,,
0.0859375,0.04906798154115677,1,459,,,,3.899811267852783,,,
0.1015625,0.07850846648216248,1,469,,,,3.8122122287750244,,,
0.109375,0.07093986868858337,1,479,,,,3.817488193511963,,,
0.078125,0.0510602705180645,1,489,,,,3.7654569149017334,,,
0.109375,0.07464573532342911,1,499,,,,3.875955581665039,,,
0.09375,0.07257629930973053,1,509,,,,3.9039032459259033,,,
0.15625,0.13072916865348816,1,519,,,,3.725660800933838,,,
0.1640625,0.1356026828289032,1,529,,,,3.6433401107788086,,,
0.1171875,0.08966077119112015,1,539,,,,3.785417079925537,,,
0.0859375,0.04733382910490036,1,549,,,,3.8133835792541504,,,
0.1171875,0.08787879347801208,1,559,,,,3.71748685836792,,,
0.0859375,0.06102202087640762,1,569,,,,3.8149685859680176,,,
0.109375,0.09265872836112976,1,579,,,,3.73630952835083,,,
0.109375,0.0902777761220932,1,589,,,,3.723656415939331,,,
0.1484375,0.13789063692092896,1,599,,,,3.56552791595459,,,
0.109375,0.10589657723903656,1,609,,,,3.65270733833313,,,
0.109375,0.08902530372142792,1,619,,,,3.743457317352295,,,
0.1328125,0.11537698656320572,1,629,,,,3.602138042449951,,,
0.1171875,0.11060267686843872,1,639,,,,3.658637285232544,,,
0.1015625,0.07721354067325592,1,649,,,,3.9162840843200684,,,
0.109375,0.07919823378324509,1,659,,,,3.6970341205596924,,,
0.1328125,0.12265624105930328,1,669,,,,3.614081859588623,,,
0.125,0.11765872687101364,1,679,,,,3.804898262023926,,,
0.109375,0.10064028203487396,1,689,,,,3.8745405673980713,,,
0.1171875,0.0846354216337204,1,699,,,,3.6787750720977783,,,
,,1,703,,,,,0.12160000205039978,0.10116767883300781,3.6606667041778564
0.109375,0.0848214328289032,2,709,,,,3.589877128601074,,,
0.1171875,0.11124752461910248,2,719,,,,3.65615177154541,,,
0.109375,0.09267113357782364,2,729,,,,3.6540768146514893,,,
0.0546875,0.0443948432803154,2,739,,,,3.948470115661621,,,
0.1328125,0.11427951604127884,2,749,,,,3.6889960765838623,,,
0.1640625,0.12355925887823105,2,759,,,,3.544696807861328,,,
0.0390625,0.03125,2,769,,,,3.9350757598876953,,,
0.1484375,0.1234189048409462,2,779,,,,3.483774423599243,,,
0.15625,0.12338168919086456,2,789,,,,3.604187488555908,,,
0.1640625,0.15107886493206024,2,799,,,,3.5128917694091797,,,
0.1875,0.15388596057891846,2,809,,,,3.3962483406066895,,,
0.1328125,0.11448413133621216,2,819,,,,3.614586591720581,,,
0.140625,0.12628349661827087,2,829,,,,3.8493800163269043,,,
0.140625,0.1212177574634552,2,839,,,,3.442484140396118,,,
0.125,0.1116691529750824,2,849,,,,3.5350584983825684,,,
0.1796875,0.14863590896129608,2,859,,,,3.5762619972229004,,,
0.1640625,0.13452380895614624,2,869,,,,3.5937869548797607,,,
0.140625,0.11264881491661072,2,879,,,,3.6211869716644287,,,
0.140625,0.13344494998455048,2,889,,,,3.519447088241577,,,
0.1640625,0.14739583432674408,2,899,,,,3.3785665035247803,,,
0.1171875,0.12018229812383652,2,909,,,,3.630496025085449,,,
0.1171875,0.10502232611179352,2,919,,,,3.5388059616088867,,,
0.125,0.11945685744285583,2,929,,,,3.667490005493164,,,
0.1640625,0.14457860589027405,2,939,,,,3.4709153175354004,,,
0.15625,0.140625,2,949,,,,3.691845655441284,,,
0.171875,0.1388888955116272,2,959,,,,3.5818490982055664,,,
0.15625,0.1391369104385376,2,969,,,,3.703827142715454,,,
0.1328125,0.12322048842906952,2,979,,,,3.564307451248169,,,
0.1171875,0.09184028208255768,2,989,,,,3.5401837825775146,,,
0.140625,0.12354911863803864,2,999,,,,3.677987575531006,,,
0.125,0.1013764888048172,2,1009,,,,3.4455478191375732,,,
0.15625,0.14459890127182007,2,1019,,,,3.6572487354278564,,,
0.1640625,0.14187297224998474,2,1029,,,,3.3161351680755615,,,
0.1484375,0.12666058540344238,2,1039,,,,3.435645818710327,,,
0.171875,0.16348078846931458,2,1049,,,,3.3147029876708984,,,
,,2,1055,,,,,0.16019999980926514,0.1413283795118332,3.512819528579712
0.171875,0.14888393878936768,3,1059,,,,3.476447820663452,,,
0.1484375,0.12985491752624512,3,1069,,,,3.5452375411987305,,,
0.21875,0.1968073695898056,3,1079,,,,3.368473768234253,,,
0.1796875,0.1555679440498352,3,1089,,,,3.4271938800811768,,,
0.1484375,0.12972471117973328,3,1099,,,,3.6113333702087402,,,
0.1171875,0.10989584028720856,3,1109,,,,3.397043228149414,,,
0.140625,0.1229538768529892,3,1119,,,,3.3596057891845703,,,
0.1953125,0.18258929252624512,3,1129,,,,3.2997138500213623,,,
0.1953125,0.1824810653924942,3,1139,,,,3.2644286155700684,,,
0.2421875,0.22083671391010284,3,1149,,,,3.331925392150879,,,
0.125,0.11618304252624512,3,1159,,,,3.494689464569092,,,
0.2265625,0.22599206864833832,3,1169,,,,3.325627326965332,,,
0.171875,0.1476934552192688,3,1179,,,,3.3920352458953857,,,
0.15625,0.12625136971473694,3,1189,,,,3.5043351650238037,,,
0.1875,0.18932291865348816,3,1199,,,,3.4382433891296387,,,
0.171875,0.15989583730697632,3,1209,,,,3.3726537227630615,,,
0.140625,0.13580110669136047,3,1219,,,,3.3339180946350098,,,
0.2265625,0.21776413917541504,3,1229,,,,3.410130262374878,,,
0.1875,nan,3,1239,,,,3.151358127593994,,,
0.203125,0.16615824401378632,3,1249,,,,3.3205971717834473,,,
0.125,0.10827752947807312,3,1259,,,,3.6713743209838867,,,
0.1796875,0.14711681008338928,3,1269,,,,3.3878703117370605,,,
0.1484375,0.1515997052192688,3,1279,,,,3.2774901390075684,,,
0.125,0.1274215430021286,3,1289,,,,3.436250686645508,,,
0.203125,0.19434186816215515,3,1299,,,,3.1885876655578613,,,
0.140625,0.113994300365448,3,1309,,,,3.546004295349121,,,
0.15625,0.15937501192092896,3,1319,,,,3.3772974014282227,,,
0.1953125,0.18281251192092896,3,1329,,,,3.347113609313965,,,
0.171875,0.15236854553222656,3,1339,,,,3.2356743812561035,,,
0.1640625,0.1630084216594696,3,1349,,,,3.365590810775757,,,
0.1171875,0.10167410969734192,3,1359,,,,3.5416295528411865,,,
0.171875,0.17072172462940216,3,1369,,,,3.2889437675476074,,,
0.1875,0.1665722280740738,3,1379,,,,3.5097806453704834,,,
0.25,0.2132626622915268,3,1389,,,,3.1032450199127197,,,
0.1796875,0.1599082350730896,3,1399,,,,3.3332173824310303,,,
,,3,1407,,,,,0.19419999420642853,0.1809660941362381,3.313896417617798
0.1328125,0.1073288694024086,4,1409,,,,3.4603567123413086,,,
0.1875,0.18525773286819458,4,1419,,,,3.273400068283081,,,
0.171875,0.14869791269302368,4,1429,,,,3.5149970054626465,,,
0.1953125,0.1710379421710968,4,1439,,,,3.3341941833496094,,,
0.171875,0.16354167461395264,4,1449,,,,3.476799964904785,,,
0.2109375,0.19170387089252472,4,1459,,,,3.223552703857422,,,
0.1875,0.15230035781860352,4,1469,,,,3.2933554649353027,,,
0.1171875,0.10446429252624512,4,1479,,,,3.4311814308166504,,,
0.1640625,0.15323661267757416,4,1489,,,,3.2524681091308594,,,
0.1953125,0.17238569259643555,4,1499,,,,3.259138584136963,,,
0.1796875,0.14616815745830536,4,1509,,,,3.4065396785736084,,,
0.1640625,0.15900297462940216,4,1519,,,,3.4377548694610596,,,
0.171875,0.15543153882026672,4,1529,,,,3.5187864303588867,,,
0.1484375,0.13787202537059784,4,1539,,,,3.536369800567627,,,
0.140625,0.10885416716337204,4,1549,,,,3.5037765502929688,,,
0.1328125,0.12617187201976776,4,1559,,,,3.6266467571258545,,,
0.15625,0.14337798953056335,4,1569,,,,3.312897205352783,,,
0.21875,0.20617559552192688,4,1579,,,,3.3909730911254883,,,
0.1796875,0.158110111951828,4,1589,,,,3.1186280250549316,,,
0.171875,0.1608259081840515,4,1599,,,,3.281722068786621,,,
0.2265625,0.23180803656578064,4,1609,,,,3.1925017833709717,,,
0.1640625,0.13843005895614624,4,1619,,,,3.291067600250244,,,
0.109375,0.11343006789684296,4,1629,,,,3.446744441986084,,,
0.1875,0.15870535373687744,4,1639,,,,3.495218276977539,,,
0.2109375,0.19218748807907104,4,1649,,,,3.464989423751831,,,
0.2109375,0.18603050708770752,4,1659,,,,3.230620861053467,,,
0.109375,0.09055060148239136,4,1669,,,,3.4005188941955566,,,
0.171875,0.1381448358297348,4,1679,,,,3.237236738204956,,,
0.1953125,0.17607885599136353,4,1689,,,,3.3513545989990234,,,
0.1171875,0.12135416269302368,4,1699,,,,3.22465443611145,,,
0.25,0.21305803954601288,4,1709,,,,3.1735053062438965,,,
0.1796875,0.16130952537059784,4,1719,,,,3.364457607269287,,,
